id,nom,type,siren,geo_mode,groupement_siren,departement_code,region_code,adresse,code_postal,ville,latitude,longitude,telephone,finess,finess_ej,categorie_finess,created_at,updated_at,created_by
cml462u6z00ht10ef9p47esmb,MAS ETREPIGNY,CLINIQUE,,ADRESSE,,08,,RTE DE BOULZICOURT LE PRE AUX SAULES - BP N°8,08160,ETREPIGNY,49.687075318,4.748686437,0324524020,080009517,080000367,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.011,2026-02-01 20:01:54.011,
cml462u7000hv10ef1adqdbbq,MAS CLOS DE LA FONTAINE,CLINIQUE,,ADRESSE,,08,,1 R PIERRE HALLALI,08013,CHARLEVILLE MEZIERES CEDEX,49.787412,4.722272,0324568728,080009806,080000086,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.013,2026-02-01 20:01:54.013,
cml462u7200hx10efghx1djyc,CLINIQUE DU PARC,PSYCHIATRIE,,ADRESSE,,08,,18 AV GEORGES CORNEAU T,08011,CHARLEVILLE MEZIERES CEDEX,49.768919924,4.721419544,,080010523,920030269,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.015,2026-02-01 20:01:54.015,
cml462u7400hz10ef2vxl287k,FAM L'ESPIEGLERIE,EHPAD,,ADRESSE,,08,,32 RTE DE PETITE CHAPELLE,08230,GUE D HOSSUS,49.946678983,4.512706195,0324269055,080010580,080006810,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),2026-02-01 20:01:54.017,2026-02-01 20:01:54.017,
cml462u7700i110efcm9j2slq,EQUIPE PLURIDISCIPLINAIRE DIAG PRECOCE,PSYCHIATRIE,,ADRESSE,,08,,12 AV JEAN JAURES,08000,CHARLEVILLE MEZIERES,49.770428,4.720531,,080010754,080006083,Etablissement Expérimental pour Enfance Handicapée,2026-02-01 20:01:54.019,2026-02-01 20:01:54.019,
cml462u7900i310ef4t5wboku,ESAT AAPH DONCHERY,HAD,,ADRESSE,,08,,10 CHE DU LOUP,08350,DONCHERY,49.701373,4.872399,,080010895,080006216,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.021,2026-02-01 20:01:54.021,
cml462u7b00i510efqslhjwew,FAMA AUDYSSEE,EHPAD,,ADRESSE,,08,,R DES VIEUX PRES,08090,MONTCORNET,49.832344,4.630424,0324555430,080010986,080004419,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),2026-02-01 20:01:54.024,2026-02-01 20:01:54.024,
cml462u7e00i710efrzrc723p,SERV PREVENTION SPECIALISEE ARDENNAIS,PSYCHIATRIE,,ADRESSE,,08,,6 AV MARTYRS DE LA RESISTANCE,08200,SEDAN,49.700886871,4.93338032,0324276101,080011489,080001415,Etablissement Expérimental Enfance Protégée,2026-02-01 20:01:54.026,2026-02-01 20:01:54.026,
cml462u7g00i910efwjhcgpxu,MECS DON BOSCO - SAMFA,PSYCHIATRIE,,ADRESSE,,08,,36 R MGR BIHERY,08800,MONTHERME,49.886602706,4.744636851,0324530136,080011570,750720526,Etablissement Expérimental Enfance Protégée,2026-02-01 20:01:54.028,2026-02-01 20:01:54.028,
cml462u7i00ib10efqkqyvv0w,EQUIPE MOBILE CLOS DE LA FONTAINE,PSYCHIATRIE,,ADRESSE,,08,,1 R PIERRE HALLALI,08000,CHARLEVILLE MEZIERES,49.787412,4.722272,0324568801,080011901,080000086,Etablissement Expérimental pour personnes handicapées,2026-02-01 20:01:54.03,2026-02-01 20:01:54.03,
cml462u7k00id10efklqvp10v,CH SAINT LOUIS AX LES THERMES,CH,,ADRESSE,,09,,PL DU BREILH,09110,AX LES THERMES,42.719819,1.839664,0561022400,090000019,090180019,"Centre hospitalier, ex Hôpital local",2026-02-01 20:01:54.032,2026-02-01 20:01:54.032,
cml462u7l00if10ef47nzn9g7,MAS LES MARGUERITES CHAC,CLINIQUE,,ADRESSE,,09,,,09190,ST LIZIER,43.00243438,1.1357982124,0561962020,090000639,090781816,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.034,2026-02-01 20:01:54.034,
cml462u7n00ih10ef9xb4ysdq,MAS DU GIRBET - SAVERDUN,CLINIQUE,,ADRESSE,,09,,R LOUIS PASTEUR,09700,SAVERDUN,43.24027,1.574453,0561691371,090002221,090782160,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.035,2026-02-01 20:01:54.035,
cml462u7p00ij10efqa7jtfpg,FAM DE CAMBIE,EHPAD,,ADRESSE,,09,,,09000,SERRES SUR ARGET,42.969165403,1.5192447046,0534092070,090002536,090782160,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),2026-02-01 20:01:54.037,2026-02-01 20:01:54.037,
cml462u7q00il10efe0gd0ud8,FOYER OCCUPATIONNEL AUZAT,PSYCHIATRIE,,ADRESSE,,09,,R DU MONTCALM,09220,AUZAT,42.764438,1.480901,0534098570,090002544,090782335,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.039,2026-02-01 20:01:54.039,
cml462u7s00in10ef8fg8jmwe,FAM DE SAINT GIRONS,EHPAD,,ADRESSE,,09,,AV DES GUERILLEROS ESPAGNOLS LIEU- DIT LAGARDE,09200,ST GIRONS,42.990513,1.133426,0561054750,090002767,090782335,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),2026-02-01 20:01:54.04,2026-02-01 20:01:54.04,
cml462u7t00ip10ef5j48g0cb,FOYER HEBERGEMENT RESIDENCE LA PRAIRIE,CLINIQUE,,ADRESSE,,09,,21 R JULES FERRY SAINT-JEAN DU FALGA,09100,ST JEAN DU FALGA,43.085624,1.626552,0561679800,090002965,090782160,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.041,2026-02-01 20:01:54.041,
cml462u7u00ir10ef0wjrh6w7,ESAT VIEPROFESSIONNELLE SITE SABARTHES,HAD,,ADRESSE,,09,,,09120,MONTEGUT PLANTAUREL,43.069049025,1.4857515564,,090004920,090782335,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.043,2026-02-01 20:01:54.043,
cml462u7w00it10ef15jeko37,ESAT INDUSTRIEL DE PAMIERS,HAD,,ADRESSE,,09,,1 CHE DE LA PRAIRIE,09100,PAMIERS,43.101815,1.617669,0561609850,090781576,090782160,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.044,2026-02-01 20:01:54.044,
cml462u7y00iv10efwem11r46,FOYER HEBERG HANDICAPES DE VARILHES,CLINIQUE,,ADRESSE,,09,,6 R DU PORTAIL ROUGE,09100,PAMIERS,43.11729,1.614687,0534013160,090781717,090782160,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.046,2026-02-01 20:01:54.046,
cml462u8000ix10eff5li6wsi,FOYER OCCUPATIONNEL RESIDENCE DE MONIE,PSYCHIATRIE,,ADRESSE,,09,,1 CHE DU BAC,09100,ST JEAN DU FALGA,43.082049,1.624095,0561680415,090781725,090782160,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.048,2026-02-01 20:01:54.048,
cml462u8200iz10eft7ol7lo5,FOYER HEBERGEMENT HANDICAPES MIREPOIX,CLINIQUE,,ADRESSE,,09,,R ASTRONOME VIDAL,09500,MIREPOIX,43.089543,1.877019,0561681569,090781956,090782160,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.05,2026-02-01 20:01:54.05,
cml462u8400j110eff6cupknb,ESAT AGRICOLE DE VARILHES,HAD,,ADRESSE,,09,,ZAC DE BIGORRE,09120,VARILHES,43.059706335,1.637472546,0561677164,090782038,090782160,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.052,2026-02-01 20:01:54.052,
cml462u8500j310eft616e3et,MAS DE GUILHOT,CLINIQUE,,ADRESSE,,09,,5 RTE DE GUILHOT BP 1,09100,BENAGUES,43.07144373,1.618224682,0561679808,090782095,090782160,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.054,2026-02-01 20:01:54.054,
cml462u8700j510efohdczn3j,FOYER HEBERGEMENT HANDICAPES LEZAT,CLINIQUE,,ADRESSE,,09,,7 R DE L'ABBAYE,09210,LEZAT SUR LEZE,43.275903474,1.346313972,0561673896,090782301,090782160,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.055,2026-02-01 20:01:54.055,
cml462u8900j710ef36bwlwd7,FOYER HEBERG RESIDENCE DE LOUMET,CLINIQUE,,ADRESSE,,09,,11 PL DU MARCHE AUX BOEUFS,09100,PAMIERS,43.110692,1.609413,0561605378,090782954,090782160,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.058,2026-02-01 20:01:54.058,
cml462u8b00j910ef5of9wgv7,ESAT DE LAVELANET,HAD,,ADRESSE,,09,,71 R JEAN JAURES,09300,LAVELANET,42.929854,1.844284,0561036150,090783994,090784307,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.059,2026-02-01 20:01:54.059,
cml462u8e00jb10efq0ha3v51,ESAT VIE PROFESSIONNELLE SITE COUSERAN,HAD,,ADRESSE,,09,,5 CHE DE LA PLAINE LA PLAINE,09160,MERCENAC,43.039031,1.073973,0561966989,090784174,090782335,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.062,2026-02-01 20:01:54.062,
cml462u8f00jd10ef0tbts2tu,FOYER HEBERGEMENT HANDICAPES ST GIRONS,CLINIQUE,,ADRESSE,,09,,39 AV HENRI BERNERE,09200,ST GIRONS,42.99138,1.143165,0561048595,090784265,090782335,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.064,2026-02-01 20:01:54.064,
cml462u8i00jf10efsch6zi1p,CLINIQUE DU PAYS DE SEINE,CLINIQUE,,ADRESSE,,10,,83 AV JEAN JAURES,10100,ROMILLY SUR SEINE,48.517758,3.721521,0325395503,100000082,100001148,Etablissement de Soins Chirurgicaux,2026-02-01 20:01:54.066,2026-02-01 20:01:54.066,
cml462u8j00jh10effbehqlrc,CENTRE HOSPITALIER DE BAR SUR AUBE,CH,,ADRESSE,,10,,2 R GASTON CHEQ,10200,BAR SUR AUBE,48.231286,4.714972,0325270997,100000116,100000041,"Centre hospitalier, ex Hôpital local",2026-02-01 20:01:54.068,2026-02-01 20:01:54.068,
cml462u8l00jj10efv1s8ihdf,CH DE PROXIMITE CHRISTIAN BRAUN,CH,,ADRESSE,,10,,6 R DU STADE,10110,BAR SUR SEINE,48.120695,4.373571,0325383838,100000140,100000058,"Centre hospitalier, ex Hôpital local",2026-02-01 20:01:54.07,2026-02-01 20:01:54.07,
cml462u8n00jl10efbxums6bo,ESAT LE TERTRE,HAD,,ADRESSE,,10,,4 R DES MÉSANGES,10410,ST PARRES AUX TERTRES,48.296332,4.117236,0325725570,100001056,100005875,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.071,2026-02-01 20:01:54.071,
cml462u8p00jn10ef542ab716,ESAT HORS LES MURS,HAD,,ADRESSE,,10,,28 R PIERRE GAUTHIER B,10000,TROYES,48.301994,4.069777,0325831249,100001569,750078149,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.073,2026-02-01 20:01:54.073,
cml462u8r00jp10efv92hdqqg,RÉSIDENCE DU PARC,CLINIQUE,,ADRESSE,,10,,R PIERRE GERDY,10000,TROYES,48.30999,4.090145,0325704420,100002088,100005875,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.075,2026-02-01 20:01:54.075,
cml462u8s00jr10efyk67w6t5,CLINIQUE DE CHAMPAGNE,CLINIQUE,,ADRESSE,,10,,4 R CHAIM SOUTINE,10012,TROYES CEDEX,48.306169,4.052866,0820151111,100002351,100000561,Etablissement de Soins Médicaux,2026-02-01 20:01:54.077,2026-02-01 20:01:54.077,
cml462u8v00jt10efg1rnq2v5,ESAT LE MENOIS,HAD,,ADRESSE,,10,,1 RTE DE BAIRES,10800,ROUILLY ST LOUP,48.276167812,4.126792203,0325762700,100003391,100005875,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.079,2026-02-01 20:01:54.079,
cml462u8x00jv10efr8jmh36c,ESPACE ESAT,HAD,,ADRESSE,,10,,27 AV MARTYRS DE LA RESIST,10000,TROYES,48.297697986,4.0739577535,0325704444,100003565,100005875,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.081,2026-02-01 20:01:54.081,
cml462u8z00jx10ef4kjwvdnx,RESIDENCE APF ANDRE ROCHE,PSYCHIATRIE,,ADRESSE,,10,,8 PL ARISTIDE MAILLOL,10000,TROYES,48.306463,4.050705,0325715740,100006287,750719239,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.084,2026-02-01 20:01:54.084,
cml462u9100jz10efv9x1x1tc,ESAT SELF LA FONTAINE,HAD,,ADRESSE,,10,,R PIERRE GERDY,10000,TROYES,48.30999,4.090145,0325704450,100006295,100005875,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.086,2026-02-01 20:01:54.086,
cml462u9300k110efea6u9921,RESIDENCE LES PRES,CLINIQUE,,ADRESSE,,10,,1 R DES PRAIRIES,10410,ST PARRES AUX TERTRES,48.303586,4.105504,0325802430,100006543,100005875,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.088,2026-02-01 20:01:54.088,
cml462u9500k310efjaekc139,ESAT CHAMPAGNE (LES RICEYS),HAD,,ADRESSE,,10,,4 R DE LA HERSE,10340,LES RICEYS,47.996051,4.36472,0325298814,100006709,100006832,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.09,2026-02-01 20:01:54.09,
cml462u9700k510ef1x9s86wm,FOYER HEBERGEMENT BAR/SEINE,CLINIQUE,,ADRESSE,,10,,R MAQUISARDS,10110,BAR SUR SEINE,48.106331,4.374786,0325293704,100006956,100006832,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.092,2026-02-01 20:01:54.092,
cml462u9a00k710efchzkbkne,FOYER HEBERGEMENT BAR/AUBE,CLINIQUE,,ADRESSE,,10,,9 R DU PRIEURE,10200,BAR SUR AUBE,48.234094,4.708214,0325271933,100006964,100006832,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.094,2026-02-01 20:01:54.094,
cml462u9c00k910efhw1yhj33,MAS LE VILLAGE,CLINIQUE,,ADRESSE,,10,,36 R CHASSEIGNE,10600,LA CHAPELLE ST LUC,48.325284,4.048816,0325769333,100006980,100005875,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.097,2026-02-01 20:01:54.097,
cml462u9g00kb10ef5k51t8rg,ESAT CHAMPAGNE (ANTENNE DE BAR/AUBE),HAD,,ADRESSE,,10,,77 GRANDE RUE,10200,PROVERVILLE,48.230972,4.6927,0325273661,100006998,100006832,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.1,2026-02-01 20:01:54.1,
cml462u9i00kd10efbwmg9iau,ESAT BEAUREGARD,HAD,,ADRESSE,,10,,21 AV JEAN CASIMIR PERIER BP 102,10400,NOGENT SUR SEINE,48.496999,3.493911,0325395830,100007004,100008317,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.102,2026-02-01 20:01:54.102,
cml462u9l00kf10efg8bjm31t,RÉSIDENCE GEORGES SEURAT,CLINIQUE,,ADRESSE,,10,,20 RUE GEORGES SEURAT,10000,TROYES,48.307613,4.047636,0325495629,100007251,100005875,Foyer Hébergement Adultes Handicapés,2026-02-01 20:01:54.105,2026-02-01 20:01:54.105,
cml462u9o00kh10efuu8zbksz,FOYER DE VIE DOMAINE DE MANTENAY,PSYCHIATRIE,,ADRESSE,,10,,1 R DE LA LIBERATION,10180,ST LYE,48.347509,4.020612,0325766057,100007269,100005875,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.108,2026-02-01 20:01:54.108,
cml462u9r00kj10ef4ka5e5cw,INSTITUT ASCLEPIADE,PSYCHIATRIE,,ADRESSE,,10,,12 R DES PERRIERES LES TERRASSES DE BAIRES,10410,ST PARRES AUX TERTRES,48.293236,4.136391,0325708181,100007285,100011287,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.111,2026-02-01 20:01:54.111,
cml462u9t00kl10efrnxmpm7d,FOYER DE VIE KERGLAS,PSYCHIATRIE,,ADRESSE,,10,,11 R GAMBETTA,10190,ESTISSAC,48.266314,3.807391,0325406398,100007491,100007475,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.113,2026-02-01 20:01:54.113,
cml462u9v00kn10ef742rcba4,FOYER DE VIE LES TOMELLES,PSYCHIATRIE,,ADRESSE,,10,,5 CHE DES MARAIS,10190,FONTVANNES,48.275545471,3.87249846,0325810872,100007889,100007475,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.116,2026-02-01 20:01:54.116,
cml462u9x00kp10ef4stwsspx,MAS LA FONTAINE DE L'ORME,CLINIQUE,,ADRESSE,,10,,RTE D'EPAGNE BP 68,10500,BRIENNE LE CHATEAU,48.388177341,4.519434361,0325925751,100008267,100000033,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.117,2026-02-01 20:01:54.117,
cml462u9z00kr10efk22lj6du,LIEU VIE PERSONNES HAND VIELLISSANTES,PSYCHIATRIE,,ADRESSE,,10,,19 R DES ECOLES,10450,BREVIANDES,48.257102,4.097292,0325751834,100008416,100006527,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.12,2026-02-01 20:01:54.12,
cml462ua200kt10efujytmpjz,FOYER DE VIE RESID LES LACS D'ORIENT,PSYCHIATRIE,,ADRESSE,,10,,9 R DES MAISONS BRULEES B,10270,LUSIGNY SUR BARSE,48.250972,4.265286,0325407102,100009109,920028560,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.122,2026-02-01 20:01:54.122,
cml462ua400kv10ef0utguo9e,FOYER DE VIE ARC EN CIEL,PSYCHIATRIE,,ADRESSE,,10,,116 AV JEAN JAURES,10100,ROMILLY SUR SEINE,48.515552,3.710502,0325219926,100009240,750050916,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.125,2026-02-01 20:01:54.125,
cml462ua600kx10ef1yyst3jz,FOYER DE VIE ACCUEIL DE JOUR,PSYCHIATRIE,,ADRESSE,,10,,21 R DES ECOLES B,10450,BREVIANDES,48.256881,4.097543,0325751834,100009448,100006527,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.127,2026-02-01 20:01:54.127,
cml462ua900kz10efwxxenwz6,FOYER OCCUPATIONNEL LE REVE D'AURORE,PSYCHIATRIE,,ADRESSE,,10,,19 CHE DE LA SCIERIE CAMILLE MORE LIEUDIT LES PITIES,10430,ROSIERES PRES TROYES,48.257126119,4.0641636657,0325422400,100009513,100009794,Foyer de Vie pour Adultes Handicapés,2026-02-01 20:01:54.129,2026-02-01 20:01:54.129,
cml462uab00l110efymghdpf4,CLINIQUE KORIAN,PSYCHIATRIE,,ADRESSE,,10,,3 AV COLETTE ET DANIEL PETITJEAN,10120,ST ANDRE LES VERGERS,48.277218,4.03715,0351650800,100010545,310025010,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.131,2026-02-01 20:01:54.131,
cml462uac00l310efarckcvbk,CAP ESAT,HAD,,ADRESSE,,10,,7 R ANDRE MALRAUX,10100,ROMILLY SUR SEINE,48.502638,3.751087,0325234916,100010644,100005875,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.132,2026-02-01 20:01:54.132,
cml462uae00l510efm6yovcih,EQUIPE MOBILE PSYCHIATRIQUE MEDICO SOC,PSYCHIATRIE,,ADRESSE,,10,,3 AV DE BAUFFREMONT,10500,BRIENNE LE CHATEAU,48.391654,4.520686,,100011600,100000033,Etablissement Expérimental pour personnes handicapées,2026-02-01 20:01:54.134,2026-02-01 20:01:54.134,
cml462uaf00l710ef5dna115h,MAS RESIDENCE LES LACS D ORIENT,CLINIQUE,,ADRESSE,,10,,9 R DES MAISONS BRULEES B,10270,LUSIGNY SUR BARSE,48.250972,4.265286,,100012947,920028560,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.136,2026-02-01 20:01:54.136,
cml462uai00l910efkvq5n6z0,MAS DE MALLEVILLE,CLINIQUE,,ADRESSE,,11,,1 R LUIS OCANA,11610,PENNAUTIER,43.247082768,2.324551535,0468114858,110002540,110786084,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.138,2026-02-01 20:01:54.138,
cml462ual00lb10efi1nvqzjq,MAS DU RAZES ASM,CLINIQUE,,ADRESSE,,11,,RTE DE VILLELONGUE,11240,ALAIGNE,43.100146621,2.090925106,0468696695,110002599,110786324,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.141,2026-02-01 20:01:54.141,
cml462uam00ld10ef2cbjbeoj,FAM HENRI PECH DE LACLAUSE,EHPAD,,ADRESSE,,11,,R PIERRE DE COUBERTIN,11590,CUXAC D AUDE,43.248416,3.0012,0468337200,110002854,110786100,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),2026-02-01 20:01:54.143,2026-02-01 20:01:54.143,
cml462uap00lf10efmnlc36zb,CL DU SUD CARCASSONNE,PSYCHIATRIE,,ADRESSE,,11,,HAM MONTREDON,11000,CARCASSONNE,43.22898,2.392761,0468110549,110003118,110007341,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.146,2026-02-01 20:01:54.146,
cml462uat00lh10efknamv2md,FAM LA TERRASSE DU CARDOU,EHPAD,,ADRESSE,,11,,LAS HERIOS,11190,RENNES LES BAINS,42.912167,2.318536,0468310524,110004306,110786324,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),2026-02-01 20:01:54.149,2026-02-01 20:01:54.149,
cml462uaw00lj10efg3a9u78x,LES QUATRE FONTAINES KORIAN NARBONNE,PSYCHIATRIE,,ADRESSE,,11,,20 R NICOLAS LEBLANC,11100,NARBONNE,43.158777,2.968276,0468482352,110004942,310021324,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.152,2026-02-01 20:01:54.152,
cml462uaz00ll10efk3u4kwtl,FAM LES ROMARINS,EHPAD,,ADRESSE,,11,,8 AV R COURRIERE B,11610,PENNAUTIER,43.243795129,2.323522825,0468111030,110004991,110004959,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),2026-02-01 20:01:54.155,2026-02-01 20:01:54.155,
cml462ub200ln10efmta2oi8m,MAS LE JARDIN EXTRAORDINAIRE,CLINIQUE,,ADRESSE,,11,,6 R CHARLES DARWIN,11100,NARBONNE,43.160793,2.96771,0468701700,110005949,110786324,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.158,2026-02-01 20:01:54.158,
cml462ub400lp10eff65j69hf,MAS PECH DE MONTREDON,CLINIQUE,,ADRESSE,,11,,520 AV DU COL DE CHEVRE,11100,MONTREDON DES CORBIERES,43.181674,2.932753,0468586707,110007002,110786084,Maison d'Accueil Spécialisée (M.A.S.),2026-02-01 20:01:54.16,2026-02-01 20:01:54.16,
cml462ub600lr10ef9v18gs2k,EEPA PHV JEAN LOUBES,PSYCHIATRIE,,ADRESSE,,11,,12 CHE DE LA CASSAIGNE,11270,FANJEAUX,43.18877,2.0318,0468247037,110007622,110000213,Etablissement Expérimental pour Personnes Agées,2026-02-01 20:01:54.162,2026-02-01 20:01:54.162,
cml462ub900lt10efbtah6rmt,SSR CTRE LORDAT CASTELNAUDARY,PSYCHIATRIE,,ADRESSE,,11,,1 ALL DES LILAS,11400,CASTELNAUDARY,43.316769,1.9617,0411690704,110007630,110008810,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.165,2026-02-01 20:01:54.165,
cml462ubc00lv10efy9lboryl,EEPA UNITE ALARIC PHV,PSYCHIATRIE,,ADRESSE,,11,,1 CHE ST VINCENT,11220,TALAIRAN,43.047336792,2.659893908,0468756060,110007713,310781562,Etablissement Expérimental pour Personnes Agées,2026-02-01 20:01:54.168,2026-02-01 20:01:54.168,
cml462ube00lx10eflcfukm96,UNITÉ DE RÉPIT-IME LES HIRONDELLES,PSYCHIATRIE,,ADRESSE,,11,,52 BD DE 1848,11100,NARBONNE,43.191353,3.015427,,110010410,110786084,Etablissement Expérimental pour personnes handicapées,2026-02-01 20:01:54.171,2026-02-01 20:01:54.171,
cml462ubh00lz10efh55xcf25,CL CHRISTINA CHALABRE,PSYCHIATRIE,,ADRESSE,,11,,AV RHIN ET DANUBE,11230,CHALABRE,42.986349,2.009613,0468693600,110780194,330050899,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.173,2026-02-01 20:01:54.173,
cml462ubk00m110ef510cnxqg,CL KORIAN LA VERNEDE,PSYCHIATRIE,,ADRESSE,,11,,RTE DE VILLALIER,11600,CONQUES SUR ORBIEL,43.263885156,2.406046588,0468771257,110780202,310021316,Etablissement de santé privé autorisé en SSR,2026-02-01 20:01:54.176,2026-02-01 20:01:54.176,
cml462ubm00m310ef9nl7n2am,ESAT LASTOURS,HAD,,ADRESSE,,11,,186 CHEMIN DE QUATOURZE,11100,NARBONNE,43.160811,2.995635,0468415835,110781051,110786084,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.178,2026-02-01 20:01:54.178,
cml462ubo00m510efdat4v3f2,ESAT L'ENVOL QUATOURZE,HAD,,ADRESSE,,11,,186 CHEMIN DE QUATOURZE,11100,NARBONNE,43.160811,2.995635,0468415835,110781101,110786084,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.18,2026-02-01 20:01:54.18,
cml462ubp00m710efglexlrbv,ESAT L'ENVOL LIMOUX,HAD,,ADRESSE,,11,,IMP DE LA MALEPERE,11300,LIMOUX,43.078244,2.221684,0468310280,110781135,110786084,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.182,2026-02-01 20:01:54.182,
cml462ubr00m910ef3mi9d9am,ESAT ATLELIERS DU LAURAGAIS,HAD,,ADRESSE,,11,,R HENRI BECQUEREL,11400,CASTELNAUDARY,43.304259,1.954399,0468233273,110781143,110786084,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.183,2026-02-01 20:01:54.183,
cml462ubt00mb10efdwwc1rbp,ESAT ATELIER DE LORDAT,HAD,,ADRESSE,,11,,11 AV PAUL RIQUET,11150,BRAM,43.244966,2.115569,0468761168,110781184,110786712,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.186,2026-02-01 20:01:54.186,
cml462ubx00md10efb5cmpx9x,ESAT L'ENVOL RIEUX MINERVOIS,HAD,,ADRESSE,,11,,CHEMIN DE LA CAMPAGNETTE,11160,RIEUX MINERVOIS,43.281725,2.579569,0468781094,110781192,110786084,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.189,2026-02-01 20:01:54.189,
cml462ubz00mf10efrrdfdk4v,ESAT L'ENVOL PENNAUTIER,HAD,,ADRESSE,,11,,AV MAURICE GRIGNON,11610,PENNAUTIER,43.243334,2.320725,0468256013,110781200,110786084,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.192,2026-02-01 20:01:54.192,
cml462uc200mh10efctq53tq7,ESAT JULES FIL,HAD,,ADRESSE,,11,,BD GAY LUSSAC,11000,CARCASSONNE,43.207000559,2.322727397,0468115880,110783206,110786084,Etablissement et Service d'Aide par le Travail (E.S.A.T.),2026-02-01 20:01:54.194,2026-02-01 20:01:54.194,
